DateTime,Entries,UniqueIPs
1588214702,4823,4823
1588216503,4959,4959
1588218303,5088,5088
1588220102,5209,5209
1588221904,5336,5336
1588223704,5398,5398
1588225504,3815,3815
1588227305,3042,3042
1588229105,2342,2342
1588230905,1609,1609
1588232706,1321,1321
1588234506,1348,1348
1588236307,1216,1216
1588238108,1208,1208
1588239906,1473,1473
1588241707,1722,1722
1588243507,2119,2119
1588245308,2360,2360
1588247109,2679,2679
1588248908,3017,3017
1588250708,3604,3604
1588252508,3981,3981
1588254309,4143,4143
1588256109,4487,4487
1588257909,4646,4646
1588259709,4447,4447
1588261509,4339,4339
1588263310,4252,4252
1588265108,4329,4329
1588266908,4565,4565
1588268708,4764,4764
1588270509,5147,5147
1588272308,5214,5214
1588274107,5409,5409
1588275908,5428,5428
1588277707,4561,4561
1588279506,4446,4446
1588281306,4138,4138
1588283107,4229,4229
1588284906,4164,4164
1588286707,4053,4053
1588288507,4039,4039
1588290307,3272,3272
1588292107,3112,3112
1588293905,2964,2964
1588295707,2993,2993
1588297507,2723,2723
1588299308,2522,2522
1588301108,2065,2065
1588302908,1959,1959
1588304708,1962,1962
1588306508,2092,2092
1588308308,2131,2131
1588310107,2288,2288
1588311908,2421,2421
1588313717,2509,2509
1588315508,2619,2619
1588317308,2728,2728
1588319108,2837,2837
1588320909,2945,2945
1588322708,2964,2964
1588324507,3015,3015
1588326307,3099,3099
1588328108,3159,3159
1588329908,3431,3431
1588331707,3729,3729
1588333508,3841,3841
1588335307,3263,3263
1588337107,2903,2903
1588338908,2502,2502
1588340707,2503,2503
1588342507,2441,2441
1588344310,2291,2291
1588346107,1566,1566
1588347908,1898,1898
1588349707,2052,2052
1588351506,2268,2268
1588353308,2397,2397
1588355107,2565,2565
1588356907,2699,2699
1588358707,2748,2748
1588360506,3148,3148
1588362307,3450,3450
1588364106,3669,3669
1588365907,3689,3689
1588367706,3809,3809
1588369507,3852,3852
1588371306,3957,3957
1588373107,4166,4166
1588374908,4470,4470
1588376707,4423,4423
1588378506,4496,4496
1588380306,4166,4166
1588382106,3958,3958
1588383908,3934,3934
1588385707,3572,3572
1588387506,3357,3357
1588389305,3398,3398
1588391105,3455,3455
1588392905,3567,3567
1588394705,3602,3602
1588396505,3598,3598
1588398305,3700,3700
1588400105,3635,3635
1588401905,3198,3198
1588403706,2477,2477
1588405508,1905,1905
1588407307,1696,1696
1588409108,1888,1888
1588410908,2272,2272
1588412708,2636,2636
1588414509,2491,2491
1588416310,1737,1737
1588418110,1394,1394
1588419911,1826,1826
1588421709,2255,2255
1588423509,2634,2634
1588425309,3147,3147
1588427110,3663,3663
1588428912,3925,3925
1588430710,4056,4056
1588432510,4358,4358
1588434311,2940,2940
1588436112,2598,2598
1588437912,2570,2570
1588439712,2555,2555
1588441511,2202,2202
1588443312,2303,2303
1588445113,2409,2409
1588446913,2556,2556
1588448714,2976,2976
1588450513,2689,2689
1588452315,1464,1464
1588454113,1599,1599
1588455913,944,944
1588457714,1300,1300
1588459514,1626,1626
1588461312,1856,1856
1588463112,1785,1785
1588464912,1864,1864
1588466712,1297,1297
1588468514,1281,1281
1588470315,1343,1343
1588472141,1336,1336
1588473913,1521,1521
1588475714,1793,1793
1588477515,2073,2073
1588479315,2240,2240
1588481114,2522,2522
1588482913,2721,2721
1588484713,2623,2623
1588486513,2464,2464
1588488313,1709,1709
1588490113,998,998
1588491914,1162,1162
1588493712,1385,1385
1588495514,1408,1408
1588497311,1371,1371
1588499113,1056,1056
1588500913,1075,1075
1588502715,1233,1233
1588504514,1190,1190
1588506315,1191,1191
1588508115,1398,1398
1588509915,1473,1473
1588511715,1686,1686
1588513514,2052,2052
1588515313,2333,2333
1588517114,2765,2765
1588518913,3109,3109
1588520713,3375,3375
1588522513,3623,3623
1588524314,3870,3870
1588526113,4086,4086
1588527913,4163,4163
1588529712,4187,4187
1588531513,4329,4329
1588533313,4560,4560
1588535112,4833,4833
1588536912,4708,4708
1588538712,4715,4715
1588540512,4752,4752
1588542311,4807,4807
1588544109,4739,4739
1588545908,4500,4500
1588547709,4486,4486
1588549508,4446,4446
1588551308,4527,4527
1588553107,4557,4557
1588554904,4480,4480
1588556705,4425,4425
1588558513,4455,4455
1588560304,4500,4500
1588562105,4474,4474
1588563904,4450,4450
1588565705,5926,5926
1588567505,6075,6075
1588569305,6182,6182
1588571104,6311,6311
1588572904,6382,6382
1588574704,6556,6556
1588576504,6924,6924
1588578304,6990,6990
1588580103,6957,6957
1588581904,6937,6937
1588583703,6956,6956
1588585504,6970,6970
1588587304,6671,6671
1588589105,5039,5039
1588590904,5281,5281
1588592705,3770,3770
1588594506,1165,1165
1588596308,1291,1291
1588598108,807,807
1588599908,794,794
1588601709,750,750
1588603511,880,880
1588605310,1100,1100
1588607111,1257,1257
1588608910,1384,1384
1588610711,1342,1342
1588612511,1489,1489
1588614311,1274,1274
1588616113,1355,1355
1588617912,1274,1274
1588619711,1071,1071
1588621512,1050,1050
1588623313,731,731
1588625115,632,632
1588626913,631,631
1588628713,901,901
1588630515,964,964
1588632315,876,876
1588634115,568,568
1588635915,511,511
1588637716,765,765
1588639516,903,903
1588641317,951,951
1588643116,992,992
1588644956,805,805
1588646723,820,820
1588648515,848,848
1588650315,760,760
1588652116,777,777
1588653916,734,734
1588655716,819,819
1588657515,869,869
1588659316,1325,1325
1588661115,1663,1663
1588662915,1664,1664
1588664716,1717,1717
1588666515,917,917
1588668315,952,952
1588670116,1060,1060
1588671917,1173,1173
1588673716,1365,1365
