DateTime,AddedIPs,RemovedIPs
1588169521,1,0
1588170121,0,7
1588170721,0,1
1588171921,4,8
1588173122,2,0
1588173721,0,12
1588174321,1,0
1588174921,0,15
1588176122,1,0
1588176721,1,3
1588177321,2,0
1588177922,0,1
1588178521,1,2
1588180921,2,0
1588182122,2,3
1588182721,1,0
1588183321,2,5
1588183921,1,0
1588184521,0,2
1588185722,1,3
1588186921,2,7
1588188721,1,21
1588189321,2,0
1588190521,2,5
1588191721,3,1
1588192921,2,5
1588193521,1,0
1588194122,0,1
1588195321,2,0
1588195922,1,1
1588197121,4,4
1588198321,3,2
1588200121,1,6
1588201321,1,0
1588202522,1,3
1588203721,1,0
1588204922,1,3
1588205521,0,2
1588206721,0,2
1588207322,0,4
1588207921,2,0
1588209121,1,1
1588210321,0,5
1588210922,0,1
1588212121,0,2
1588213321,0,3
1588214521,0,1
1588215722,6,2
1588216921,3,0
1588217521,0,1
1588218121,0,1
1588218721,1,0
1588219921,0,4
1588220521,3,0
1588221121,0,1
1588222321,1,1
1588222921,0,4
1588224121,1,4
1588225321,0,1
1588225922,0,2
1588226521,0,3
1588227721,1,0
1588228921,2,3
1588229521,1,0
1588230121,1,3
1588232521,1,1
1588233121,0,1
1588233722,1,1
1588234921,2,0
1588236121,0,4
1588239121,1,6
1588240921,2,11
1588241521,1,0
1588242121,2,6
1588243321,1,3
1588244521,1,1
1588245721,3,0
1588246321,0,1
1588246922,0,2
1588248121,2,0
1588249921,1,5
1588252321,43,2
1588253521,3,0
1588254121,3,1
1588255321,1,0
1588255921,1,0
1588256521,0,5
1588257121,1,0
1588257721,0,29
1588258921,2,1
1588259521,5,0
1588260121,1,0
1588260721,1,1
1588262521,0,1
1588263122,0,2
1588266121,1,0
1588266721,0,1
1588267922,1,1
1588269121,1,0
1588270321,1,30
1588270921,0,5
1588271522,2,0
1588272122,0,3
1588273321,0,4
1588273922,2,0
1588275721,0,1
1588276921,1,0
1588278121,1,1
1588279322,1,0
1588280521,1,0
1588281721,0,2
1588282921,1,3
1588283521,0,2
1588284122,1,0
1588284722,1,5
1588286521,1,0
