DateTime,AddedIPs,RemovedIPs
1588218721,27,2
1588219321,8,5
1588221121,13,2
1588222321,9,7
1588222921,8,2
1588224121,9,1
1588224721,3,0
1588225922,2,7
1588226521,3,0
1588227122,3,1
1588228321,17,3
1588228921,54,4
1588230121,22,2
1588231321,19,0
1588232521,17,10
1588233121,7,3
1588233722,48,1
1588234921,11,7
1588236121,6,6
1588236721,7,2
1588237321,42,0
1588237921,19,7
1588239121,2,2
1588239721,50,0
1588240321,60,4
1588240921,2,8
1588242121,16,6
1588243321,28,5
1588243921,1,0
1588245121,12,0
1588246321,47,2
1588246922,43,10
1588248121,15,1
1588248721,14,2
1588249921,5,3
1588250521,51,0
1588251121,2,0
1588251721,0,2
1588252321,56,0
1588252921,4,3
1588254121,10,5
1588255321,23,0
1588255921,13,1
1588257121,63,2
1588257721,27,2
1588258322,16,13
1588259521,10,6
1588260121,61,4
1588260721,14,0
1588261321,16,1
1588261921,42,3
1588262521,26,0
1588263122,24,13
1588263721,4,2
1588264921,9,3
1588266121,6,0
1588266721,10,4
1588267321,11,0
1588267922,26,6
1588269121,6,5
1588269722,8,3
1588270921,9,0
1588272122,39,3
1588273321,10,3
1588273922,43,4
1588275122,10,1
1588275722,6,3
1588276321,59,0
1588276921,18,0
1588278121,31,3
1588278721,32,4
1588279322,20,14
1588279922,5,4
1588281121,14,0
1588282321,15,1
1588282921,47,0
1588283521,17,2
1588284122,25,0
1588285322,52,9
1588285921,27,3
1588287121,6,3
1588287721,4,0
1588288921,10,7
1588290122,14,4
1588290721,65,0
1588291321,25,5
1588292521,2,0
1588293721,34,6
1588294921,6,2
1588296121,34,3
1588296722,48,11
1588297922,21,6
1588298521,1,9
1588299121,48,0
1588300321,34,9
1588300922,29,2
1588302122,50,20
1588303321,22,5
1588303921,8,3
1588305122,35,0
1588305721,10,2
1588306322,12,3
1588307521,4,0
1588308121,6,5
1588309321,35,0
1588310522,11,4
1588311721,21,7
1588312922,16,0
1588314121,26,9
1588314722,11,1
1588316521,18,6
1588317722,36,0
1588318322,14,3
1588318921,7,0
1588320121,57,9
1588321321,5,0
1588322521,8,2
1588323721,17,2
1588324922,29,1
1588325521,20,1
1588326121,15,6
1588327321,4,5
1588327921,69,22
1588329121,21,7
1588329721,20,2
1588330921,1,1
1588332121,6,3
1588332721,25,7
1588333321,30,3
1588335121,2,5
1588335721,2,7
1588336922,23,3
1588338121,70,0
1588339321,27,8
1588340521,49,5
1588342321,6,7
1588343522,31,3
1588344121,33,0
1588345321,4,17
1588346521,7,2
1588347121,16,8
1588348322,10,0
1588348922,50,1
1588350121,9,3
1588350721,28,0
1588351921,3,3
1588352521,22,1
1588353721,41,7
1588354321,10,0
1588354921,23,1
1588355522,11,0
1588356721,18,9
1588357321,45,4
1588358521,14,4
1588359121,61,5
1588359721,11,3
1588360321,9,0
1588361521,18,3
1588362121,3,3
1588362721,14,0
1588363921,3,7
1588364521,56,0
1588365722,4,3
1588366321,3,0
1588367521,3,3
1588368122,11,5
1588368721,12,3
1588369922,47,1
1588370521,1,5
1588371721,31,0
1588372322,46,5
1588373522,23,0
1588374121,34,1
1588374722,14,0
1588375922,51,2
1588376522,27,0
1588377721,3,13
1588378921,7,2
1588380121,14,0
