DateTime,AddedIPs,RemovedIPs
1587676577,3,2
1587678488,2,5
1587680418,3,1
1587682331,3,3
1587684250,4,3
1587686181,2,2
1587688087,6,6
1587690032,12,5
1587691949,3,4
1587694111,3,1
1587696012,4,2
1587697932,1,0
1587699861,3,4
1587701768,6,3
1587703692,5,4
1587705618,4,5
1587707534,5,1
1587709450,6,3
1587711377,2,5
1587713287,3,4
1587715282,2,4
1587717134,5,1
1587719304,6,3
1587721245,12,4
1587723133,2,3
1587725062,4,3
1587727256,3,5
1587729137,5,3
1587731066,8,2
1587732978,4,5
1587734829,3,2
1587736858,2,6
1587738734,5,6
1587740657,9,16
1587742580,4,1
1587744503,2,6
1587746427,6,2
1587748340,5,0
1587750253,4,2
1587752176,4,0
1587754116,1,5
1587756013,4,4
1587757947,1,4
1587759854,6,1
1587761794,7,3
1587763726,3,5
1587765635,3,3
1587767573,3,0
1587769465,1,3
1587771372,0,3
1587773304,4,6
1587775211,3,7
1587777373,6,6
1587779293,3,5
1587781223,6,2
1587783139,6,3
1587785051,4,1
1587786980,2,5
1587788892,4,5
1587791775,5,7
1587793691,1,5
1587795629,5,5
1587797550,2,4
1587799452,0,2
1587801383,7,1
1587803290,4,5
1587805251,8,5
1587807196,10,9
1587809084,4,4
1587810972,4,4
1587812914,2,2
1587814831,3,3
1587816748,2,6
1587818651,5,7
1587820571,5,2
1587822500,5,4
1587824411,2,2
1587826333,1,8
1587828265,5,7
1587830173,4,2
1587832091,4,6
1587834969,6,5
1587836923,3,3
1587838809,2,5
1587842664,3,6
1587844577,2,0
1587846489,7,4
1587848461,4,7
1587850338,1,2
1587852296,2,3
1587854183,0,3
1587856097,5,1
1587858014,4,0
1587859947,4,5
1587861851,2,3
1587863771,3,5
1587865698,3,2
1587867617,3,6
1587869534,5,6
1587871465,3,7
1587873368,1,2
1587875290,10,2
1587877240,5,4
1587879136,4,3
1587881302,8,5
1587883211,2,2
1587885146,4,1
1587887074,3,6
1587888968,2,5
1587890899,1,7
